Id,PID,Lot Frontage,Lot Area,Utilities,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,Sale Type,SalePrice,Bsmt Total Fin SF,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Alley_None,Alley_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_None,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_None,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Misc Feature_Gar2,Misc Feature_None,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Roof Matl_Metal,Roof Matl_Roll,Exterior 1st_PreCast,Exterior 2nd_Other,Exterior 2nd_PreCast,Mas Vnr Type_CBlock,Heating_GasA,Age When Sold,Age After Remodeled When Sold,Age Garage When Sold,MS SubClass_1-1/2 STORY FINISHED ALL AGES,MS SubClass_1-1/2 STORY PUD - ALL AGES,MS SubClass_1-STORY 1945 & OLDER,MS SubClass_1-STORY 1946 & NEWER ALL STYLES,MS SubClass_1-STORY PUD (Planned Unit Development) - 1946 & NEWER,MS SubClass_1-STORY W/FINISHED ATTIC ALL AGES,MS SubClass_2 FAMILY CONVERSION - ALL STYLES AND AGES,MS SubClass_2-1/2 STORY ALL AGES,MS SubClass_2-STORY 1945 & OLDER,MS SubClass_2-STORY 1946 & NEWER,MS SubClass_2-STORY PUD - 1946 & NEWER,MS SubClass_DUPLEX - ALL STYLES AND AGES,MS SubClass_PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,MS SubClass_SPLIT FOYER,MS SubClass_SPLIT OR MULTI-LEVEL
35,527453150,24.0,2280.0,4,7,6,1975,1975,0.0,3,3,5,4,3,1,0.0,0.0,836.0,836.0,5,2,5,836.0,0.0,0.0,836.0,0,0,1,0,1,3,4,8,0,0,1975,1,308.0,3,3,2,0.0,30.0,0.0,0.0,0.0,0.0,0,0,0.0,2010,5,120000,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,35,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2904,923125030,125.0,31250.0,4,1,3,1951,1951,0.0,3,2,5,0,0,0,0.0,0.0,0.0,0.0,3,2,4,1600.0,0.0,0.0,1600.0,0,0,1,1,1,3,6,5,0,0,1951,1,270.0,2,3,0,0.0,0.0,135.0,0.0,0.0,0.0,0,0,0.0,2006,5,81500,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,55,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2174,908127100,81.0,11841.0,4,6,5,1990,1990,104.0,3,4,5,4,3,3,816.0,0.0,0.0,816.0,3,2,5,816.0,0.0,0.0,816.0,1,0,1,0,1,3,5,8,0,0,990,0,0.0,0,0,2,0.0,32.0,0.0,0.0,0.0,0.0,0,0,0.0,2007,5,118500,816.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,17,1017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522,528458160,85.0,9187.0,4,9,5,2009,2009,162.0,5,3,4,5,3,2,1121.0,0.0,645.0,1766.0,5,2,5,1766.0,0.0,0.0,1766.0,1,0,2,1,1,5,7,8,1,4,2009,3,478.0,3,3,2,195.0,130.0,0.0,0.0,0.0,0.0,0,0,0.0,2009,10,370878,1121.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2211,909275030,82.0,6270.0,4,5,6,1949,1950,0.0,3,3,5,3,3,1,284.0,0.0,717.0,1001.0,3,1,4,1001.0,1001.0,0.0,2002.0,0,0,2,0,2,3,8,8,0,0,1949,1,871.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2007,5,145000,284.0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,57,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1539,909425010,69.0174621653085,15660.0,4,7,9,1939,2006,312.0,4,4,5,3,3,1,341.0,0.0,457.0,798.0,5,2,5,1137.0,817.0,0.0,1954.0,0,1,1,1,1,4,8,8,2,3,1939,1,431.0,3,3,2,0.0,119.0,150.0,0.0,0.0,0.0,0,0,0.0,2008,5,311500,341.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,2,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,528228280,43.0,3087.0,4,7,5,2006,2006,14.0,4,3,4,4,3,3,453.0,0.0,767.0,1220.0,5,2,5,1364.0,0.0,0.0,1364.0,1,0,2,0,1,4,6,8,1,4,2006,3,437.0,3,3,2,100.0,16.0,0.0,0.0,0.0,0.0,0,0,0.0,2006,10,210250,453.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2779,907192010,95.0,13450.0,4,7,5,2002,2002,0.0,4,3,4,4,3,1,700.0,0.0,216.0,916.0,5,2,5,920.0,941.0,0.0,1861.0,1,0,2,1,1,4,8,8,0,0,2002,2,492.0,3,3,2,146.0,91.0,0.0,0.0,0.0,0.0,0,0,0.0,2006,5,200000,700.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
953,914476020,75.0,10125.0,4,5,5,1977,1977,0.0,3,3,5,0,0,0,0.0,0.0,0.0,0.0,3,2,5,1302.0,432.0,0.0,1734.0,0,0,2,0,2,4,8,8,0,0,1977,1,539.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2009,4,126000,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
658,535377150,80.0,8146.0,4,4,8,1900,2003,0.0,4,4,6,2,3,1,0.0,0.0,405.0,405.0,4,2,5,717.0,322.0,0.0,1039.0,0,0,1,0,1,3,6,8,0,0,1940,1,281.0,3,3,0,0.0,0.0,168.0,0.0,111.0,0.0,0,0,0.0,2009,5,114000,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,109,6,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
714,902301060,60.0,9600.0,4,4,4,1910,1950,0.0,4,4,6,2,3,1,0.0,0.0,677.0,677.0,3,2,5,833.0,677.0,0.0,1510.0,0,0,2,0,1,4,7,8,0,0,1974,1,720.0,3,3,0,0.0,0.0,160.0,0.0,0.0,0.0,0,0,0.0,2009,5,87500,0.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99,59,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1637,527212060,98.0,12328.0,4,8,5,2005,2005,146.0,4,3,4,5,3,2,986.0,0.0,163.0,1149.0,5,2,5,1164.0,1377.0,0.0,2541.0,1,0,3,1,1,5,10,8,1,4,2005,3,729.0,3,3,2,120.0,32.0,0.0,0.0,0.0,0.0,0,0,0.0,2007,5,349265,986.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
538,531369020,76.0,10141.0,4,8,5,2004,2004,264.0,4,3,4,4,3,4,516.0,774.0,222.0,1512.0,5,2,5,1512.0,0.0,0.0,1512.0,0,0,2,0,1,4,6,8,0,0,2004,2,845.0,3,3,2,210.0,36.0,0.0,0.0,0.0,0.0,0,0,0.0,2009,5,203000,1290.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,531385020,65.0,8529.0,4,7,5,2001,2001,0.0,4,3,4,4,3,1,20.0,0.0,1434.0,1454.0,5,2,5,1434.0,0.0,0.0,1434.0,0,0,2,0,1,4,6,8,1,3,2001,2,527.0,3,3,2,290.0,39.0,0.0,0.0,0.0,0.0,0,0,0.0,2009,5,189000,20.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533,528490070,65.0,8127.0,4,7,5,2003,2003,0.0,4,3,4,4,3,1,410.0,0.0,402.0,812.0,5,2,5,812.0,841.0,0.0,1653.0,1,0,2,1,1,4,6,8,0,0,2003,2,628.0,3,3,2,0.0,45.0,0.0,0.0,0.0,0.0,0,0,0.0,2009,5,209000,410.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
718,902327070,70.0,8400.0,4,6,7,1900,1950,0.0,3,3,6,2,4,2,0.0,0.0,917.0,917.0,4,2,4,1090.0,917.0,0.0,2007.0,0,0,2,0,1,5,8,8,0,0,1930,1,357.0,3,3,2,0.0,235.0,0.0,0.0,0.0,0.0,0,0,0.0,2009,5,160000,0.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,109,59,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1830,532479050,44.0,10751.0,4,5,5,1974,1974,44.0,3,3,5,2,3,4,787.0,0.0,250.0,1037.0,3,2,5,1037.0,0.0,0.0,1037.0,1,0,1,0,1,3,5,8,0,0,1974,2,431.0,3,3,2,136.0,47.0,0.0,0.0,0.0,0.0,0,0,0.0,2007,5,129000,787.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2929,924100070,77.0,10010.0,4,5,5,1974,1975,0.0,3,3,5,4,3,3,1071.0,123.0,195.0,1389.0,4,2,5,1389.0,0.0,0.0,1389.0,1,0,1,0,1,3,6,8,1,3,1975,2,418.0,3,3,2,240.0,38.0,0.0,0.0,0.0,0.0,0,0,0.0,2006,5,170000,1194.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,31,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2207,909254140,40.0,4280.0,4,5,6,1913,2002,0.0,3,3,4,3,3,1,365.0,0.0,75.0,440.0,3,1,5,694.0,0.0,0.0,694.0,0,0,1,0,1,4,4,8,1,4,1990,1,352.0,4,3,1,0.0,0.0,34.0,0.0,0.0,0.0,0,3,0.0,2007,5,90350,365.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94,5,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1417,905480150,60.0,9600.0,4,6,5,1924,1950,0.0,3,3,6,3,3,1,0.0,0.0,572.0,572.0,2,1,3,572.0,524.0,0.0,1096.0,0,0,1,0,1,3,5,8,0,0,924,0,0.0,0,0,0,0.0,8.0,128.0,0.0,0.0,0.0,0,0,0.0,2008,5,79000,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,84,58,1084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,907203040,70.0,9800.0,4,5,7,1972,1972,0.0,3,3,4,3,3,1,894.0,0.0,0.0,894.0,3,2,5,894.0,0.0,0.0,894.0,1,0,1,0,1,3,5,8,0,0,1975,1,552.0,3,3,2,256.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,2006,5,149900,894.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1037,527403360,63.0,7560.0,4,5,5,1971,1971,0.0,3,3,5,4,3,1,119.0,613.0,132.0,864.0,3,2,5,864.0,0.0,0.0,864.0,1,0,1,0,1,3,5,8,0,0,1977,1,576.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2008,5,123000,732.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37,37,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
