Id,SalePrice
179,110988.93252237514
1009,215847.17483241454
2010,112354.55772074276
1991,148808.16250321025
1411,182960.14936829256
1721,250610.32025642946
1144,194084.22818798787
593,224295.37317349826
575,332388.2202854672
1249,197222.51078313432
1604,109803.75808238717
1064,447179.5374021436
1923,144505.25551311678
1988,109534.64406197729
2325,181542.79793557394
114,211831.2994859235
2700,194094.95016289255
217,151986.87861415214
343,169766.2778227186
386,241321.36592705568
2005,123035.60681548601
2908,133056.0542079169
1814,254199.18732416176
2446,475545.47503545287
208,158485.67990698747
1679,119214.84927324354
822,341744.92019144224
6,193599.15809024998
1781,386058.2643765543
2397,285728.8663409717
2340,319170.78464450914
1618,182316.91467117818
2843,147850.14038236885
1061,359069.40405072185
2786,116383.85096033558
1935,128236.50477631915
1341,107575.12449590492
521,285064.82305592304
2136,137816.84977621888
996,204603.73382499156
227,134096.4278307486
135,174527.23706542942
1167,152144.31439649512
294,198923.28432779075
1776,197459.61194611978
540,181211.12567848657
1717,207584.0101254632
2303,115720.38945256502
116,185282.9674557879
127,139232.41629374406
1371,132804.38116086478
1014,175753.92235521594
1507,104183.58983487572
702,155447.5256494747
750,153014.55224104988
261,152475.55402899435
1559,55250.94938796775
577,244873.37240414624
2812,211469.49275478095
2080,172235.485153443
1368,121621.02363085753
2376,122215.60061254725
659,106266.79191059091
1235,116871.50948692471
332,88003.35144408993
1917,143288.32875583082
2094,254388.99018408993
1460,276045.8867512203
1471,245237.72872411986
1509,115526.34546000324
1922,115165.21726955265
433,463904.8576087066
460,253592.44276804704
1116,238398.27833276728
1137,168001.94611931
53,206533.15498144127
2354,247449.98853571666
1475,212112.53006154764
1761,510794.28821993957
842,125113.5707331082
2739,207990.05400382733
2509,171629.4997617578
1007,220184.25044883013
2610,187714.04138886408
1952,113281.24280070626
2719,192429.34362423237
2921,93169.99992366676
1966,133864.56662934885
292,129832.90176606162
1204,197190.51843405713
1829,262450.79598901747
2419,199414.29870877636
391,163014.08667407732
798,130307.02420766253
481,197588.7756881147
193,202910.89549279673
555,113638.88277328605
899,59383.361748498326
2357,184027.2864133969
328,136715.07970596303
1356,108588.06308054156
1154,106668.92155076463
1730,185142.96739945206
2249,149365.40953941338
1119,272252.65198988945
2856,136879.77312136357
1394,144980.75327079894
2587,122554.58836275313
61,311931.77750350424
2661,183892.75721646092
2711,135716.66194474604
1147,191128.7262003574
757,146603.38238317636
2623,95238.84514278262
2378,153931.0628688945
1413,130941.5373024553
1722,232612.41147840227
1112,232148.2273254811
1623,182849.20138543326
1201,202247.6008301312
1513,119242.08726399191
957,449057.0449661359
1171,278526.13878900546
1145,212690.67098287068
2726,244834.57871931297
703,142588.94670400934
760,105221.68832987925
1964,135771.21121799832
2512,178500.05685584253
159,135731.07276780735
1281,170613.7583681066
468,199289.33292094298
290,113130.4713582621
665,134885.51551813356
1463,260685.39618292532
1792,224862.27123059126
923,134210.8223834266
500,256572.36718568904
1408,159136.6354395586
331,80693.81954246746
170,125153.21830415115
2192,83961.81806509766
2571,290148.4295208063
2314,167911.73294205748
2647,91556.35071446725
422,349041.8754161757
2457,357998.84029373154
1838,204296.41248483455
2805,272494.1058318817
1645,156166.05459502214
1711,293119.405529898
2825,253291.52662340738
322,382613.77490116947
2103,276215.96945388964
342,120061.68244141532
600,93165.02140591244
488,178727.79458007222
1725,286921.5279989727
2246,277798.0544009456
2847,151207.88043790206
806,238130.6824140534
530,238516.13501319816
963,195846.0076557222
2678,78676.49295778807
171,85349.3812008142
2401,352959.2196730479
805,220606.893805062
2259,234349.255859578
1748,190267.81531849632
1361,145585.54651124924
1677,126233.14281525447
1406,149822.68957838684
2322,236147.0519579324
688,164026.34782468132
143,136958.25082121222
804,199644.8826254317
1214,181226.71654398413
2828,167013.2049632967
1999,186528.20106133298
2467,204106.73715864104
2665,183536.2536191173
1538,310163.9186417513
398,95544.78012413255
2822,144122.76431862373
2157,168627.7700605389
1856,207873.4553262339
1269,108329.56532414489
2570,119156.87786218742
2320,248460.16021439974
1517,124160.87199405684
2304,123398.77020409766
1312,95033.55924308005
2012,131001.4349007381
506,237054.52722955187
2865,193828.24707924837
2367,110906.70856697534
554,100838.24118200458
238,140979.358085245
1954,104785.9586602583
2488,168797.7304798468
2291,94043.5879111603
1969,110420.29601054195
2725,147255.94739690467
1482,162056.96743327726
2763,217138.4861093925
503,240751.05129648012
1584,262043.09319850116
1531,148535.21506235845
2210,171257.76637602627
459,298499.93680961535
556,116003.50587575379
1347,154372.90911505278
1290,82893.12645194028
1388,108328.35717272887
1571,301815.1161888608
2754,233940.42858892799
765,169935.3534163708
2494,118108.20199937478
2870,194741.79294019612
7,231656.5267760549
1114,218155.04234805374
2418,289382.76772697957
291,162756.0966770046
18,349317.69458538014
39,344576.9151891094
1001,263416.40014160576
2442,240026.49867687383
616,110305.5331598097
2680,76657.68181009105
1414,120609.00231926405
289,153294.05629168166
40,243036.88633992162
860,132162.5458585321
409,134050.13655514855
673,143763.81817578146
2427,216562.54521354544
2036,207913.24058071894
2564,142485.3812907205
642,170630.33163572752
1008,198072.73964622297
1908,152706.0968553196
2519,219258.28724050405
1369,90517.91416620473
2855,161494.12697233437
712,89412.91408673076
1943,107939.05319791597
1958,128110.24355127117
107,191886.48011584187
2295,212918.97993892498
704,114706.63436973668
676,124136.330220746
259,189882.32036864347
93,261706.9105302523
106,228899.00561797697
2315,183157.46770332634
1050,110319.93600787995
1095,215974.17098592233
2709,137216.37438064133
758,159058.19853889558
1496,164151.40943776257
2370,126085.76618233841
2458,258470.13064414664
2733,130988.78624822584
161,260363.67460245
726,159116.19002385272
845,245519.09594962766
947,254691.8398736301
2232,106360.44247418712
2563,130293.24634414245
2299,147745.3918361187
211,72567.44773894158
605,173298.89032957723
1478,237091.85735477036
2247,279049.07132545876
2274,223532.48882546148
2869,216773.28041363118
967,230830.59155327384
2656,93253.04819032621
667,227798.2454440122
1042,112747.47121125941
2023,162921.78084217932
2447,362623.1015285896
2055,135089.0300584243
2275,326439.58962348243
2204,164347.4759100761
1563,290681.27169111924
483,199477.5169850542
796,153243.30773803045
1526,152751.42631012088
2042,154527.04008412623
442,308626.2205979885
1693,304316.68793137855
1468,207210.15911455097
1430,217132.658295515
2605,178045.77055819903
1529,177750.83421820894
335,135512.43697511725
1287,125131.46853786396
31,104962.7058030587
1785,269606.43711180973
82,155046.00772210135
2620,140377.2498719942
252,201544.31189364265
721,69876.48529341175
2165,191258.5878502597
2316,184004.94274380736
775,126841.80603600743
1558,112517.00349463086
17,214228.6019491145
1022,235758.80289918603
925,113864.78015639189
438,294370.7631910455
1270,144734.77420472927
1272,114338.36923001426
215,137037.34991360898
266,217232.8595269766
2402,289314.85037877876
1250,121618.13698286234
1984,105486.28907592765
1279,144590.26459937927
377,258501.64001737803
1252,161094.0781580712
2156,246561.37257974947
499,288026.5492041331
1374,124866.35990490718
2898,252323.55285068037
401,97339.35773704582
2721,174594.3285143452
2078,251026.6785562691
2589,128061.92217277201
1946,243775.27468788886
1334,117503.80635940518
2781,228398.16284648966
431,338555.34372831497
576,235023.16131191506
1474,207246.09658905698
2254,147729.1801929694
2155,296028.1942990563
885,135207.22005217295
643,128204.93610931141
1944,125225.93852865996
480,213504.1575733631
2845,118366.46276098957
2387,300784.9364776093
2407,200024.00919619916
2527,162419.8724105219
2514,166279.46370327708
629,164814.67511369757
80,208097.82590055172
1876,134472.1608173904
1546,116886.45362364213
2518,159666.347419064
2347,169431.67032072748
783,218615.85429682795
1322,59287.28537613244
194,89987.11459972353
1770,274486.97191130114
2143,194181.3083194648
1229,216045.06045139086
511,279536.3196404179
46,210934.82888518018
1348,167607.35537413653
2465,200276.62474261774
387,227825.46373415343
873,220508.28685121995
1918,94730.97242989982
2764,245534.74062952894
2184,105437.95404467086
934,165555.6386250732
1920,120800.64883044652
2631,144972.89553492982
1768,539031.6972471145
2040,105366.9475360194
1749,239349.46822074213
834,236362.06240548528
1457,239483.81470051882
79,113009.21837691126
2302,119332.74654088318
1817,158540.91301107558
2755,260399.50658185058
359,182379.33478728659
2059,116373.54876554
2092,242422.92389881038
2516,229146.41978097695
150,98496.21357192048
1656,156689.9460272347
83,107473.28610759013
2411,189757.20275559308
795,84198.11353688971
2312,250359.0176758268
2917,127246.24599868403
1624,197328.74869109297
2215,276614.6137800684
1211,143339.809272115
1485,175892.27199396596
1024,182115.1283758583
570,191903.00717610886
2874,148320.07363431784
700,176689.0429694869
2756,230036.99036245505
2022,179974.22763687084
583,217132.2256489403
2392,310267.96322155715
2424,203473.1760895987
212,101003.71252175633
736,117125.68682079464
1610,183155.4645529472
890,130098.97701144044
467,185380.26745728706
578,231098.86249387704
1747,214988.7336498389
1149,175582.4950071261
2758,225301.89136765187
857,106110.75401501654
2219,258855.2373581314
733,93834.43158036745
2909,124991.3754012305
1798,271826.47006786417
235,113935.01395047025
2366,142600.1134509946
1027,124641.49305659102
1195,112396.32216074796
1303,29395.907094665337
148,164777.71036361903
608,137060.55312428295
2515,192864.47760226502
821,318642.46612187393
2500,258349.3952572244
745,103694.38360179745
741,136389.92538675544
1611,167106.52204372577
2532,139379.87398914996
1081,254354.01129929296
1692,406425.40135319286
2520,217311.99241813936
276,142596.41617194048
1992,144228.47180117565
663,52280.38867290011
418,125902.74972336672
1733,182180.09179398653
2359,138846.42499783417
253,195046.38673486793
1518,178708.02533329919
2035,155694.08477850375
2919,88527.72388516474
1540,233461.51171339903
2120,132601.43838453168
1674,202822.5445196286
256,145759.31724853616
2361,92530.41453578131
978,84982.53393434653
2280,166980.67133709678
2095,247533.3566984806
1709,315910.2766737448
2801,251390.8582841792
1246,120003.96685030436
2373,111949.4683513711
1055,264167.19022460195
2017,133562.57815782877
1099,257329.53070561012
1344,88397.89970987286
835,228369.3629283278
1117,228157.2169848432
2043,88613.38886966
2085,120254.71351313827
410,155968.6245190597
2650,116363.3018025435
2867,160305.84117839765
1668,111695.44864015881
1161,189887.47049881192
2122,181675.76616816438
2539,142943.14572479491
1047,141401.9718838862
1445,129606.77292040101
541,144915.60754804546
569,221103.89038720058
1276,133000.239161355
918,131700.05798391416
326,152738.63677989
1936,123202.96843044407
895,90124.83747854293
257,133741.12467177745
1241,174452.9897810649
1545,111424.72734472116
1189,175242.31322432114
270,161707.29095764365
2066,199367.72359118503
693,109484.50314399632
1259,141009.42388384198
2916,159580.8624453941
2321,302690.36790064274
1977,81782.49452820592
1895,156073.60277799013
1240,151907.2024956951
85,159763.92713322313
1823,101865.04430272138
825,294215.37579172605
110,212117.70301586823
697,131530.60929585376
2297,110636.93629616476
1231,124327.78171045153
1355,130826.85062906667
968,347273.9008293307
584,237675.07766900596
1315,133002.21041390178
1606,138314.7851671628
206,126505.42892361879
1685,360035.5941113981
2016,123450.93721096283
869,220254.7584135197
2135,128644.77581113834
2346,188604.83903702768
2430,244572.8433335765
2198,89442.15801853835
2652,124498.56279103614
27,112818.72985678945
241,188888.14442877503
906,113572.79557960048
1506,133991.45287876014
2098,353769.4773188308
1435,242324.10556332697
2213,135023.8759635882
1274,138271.86436160599
743,29304.841632175812
1737,226703.53068655054
2797,282338.5092575934
2185,79013.2501228447
58,172373.8697418992
830,216978.2297391147
808,142232.31789677928
680,153828.4822641592
1153,108582.67841261563
1291,145882.3355882711
1818,175628.9030844852
2161,194540.14989823042
1883,119747.10654929977
350,352888.07638471876
2473,160428.48278681177
295,173372.43547194346
293,211667.950131655
859,121176.10646784227
288,64281.79404441826
1578,163888.458346722
102,167785.36114586864
2831,181835.0221041255
1030,161984.27407096518
2551,130474.84231717618
1286,152432.32972379733
958,349787.06978354603
776,121224.39587727757
72,208923.20547477942
2263,290377.32171637024
1866,153833.6305022321
2876,51668.01656286942
2146,255131.85088619753
103,174648.952310173
1500,158458.12493643272
492,192881.5916436971
167,133727.62125165906
2597,116228.02209150256
2685,105367.95739264587
1035,136412.64968969062
1220,58746.82742377272
2602,142882.65985108633
2159,220292.86873813428
695,165883.80316829568
1109,234503.4095769771
640,194019.2805826345
1652,156404.12103162083
2090,201179.45551277173
1188,189345.2709598279
2345,249750.1300810993
1059,412537.42745419196
2751,237253.16981871892
128,194314.67519425688
1523,164330.03859172904
2925,138791.26805161723
2145,286167.20812971774
1121,218426.25180427195
566,290034.29229045723
565,203654.41735127952
1331,142539.43564284712
2928,130095.82736140126
156,120786.89271156251
797,145422.21034726372
327,97502.6933742573
2859,150187.19353179404
1453,110035.06010990914
1762,339285.6762937775
1868,209148.68582694215
1760,173911.15546168954
1113,242680.34942494435
1812,199073.76328931225
117,164010.1238958215
1142,207966.65178409682
2342,359385.69175224483
927,127627.28758527472
2478,188546.3762474126
655,69976.98038871864
2064,124854.22077864401
369,259669.5558224179
2239,119550.50530568903
2732,237716.5139278547
1653,181887.93033523136
959,234032.05484440952
2395,341729.0999052287
1412,118531.78517093832
271,273090.458857322
1484,162065.38895515818
1497,151172.27649762577
552,167584.49088984128
2,108880.09950683762
1855,272853.9338458113
4,269467.6776267348
2292,166472.4152658817
134,135273.34620926378
646,82613.33690407389
42,292776.2456525575
532,217008.5649835674
713,101098.41544331523
2561,129325.58246278684
2360,141490.76021761785
1333,128375.96472348124
1407,207971.86651806065
2892,298944.89477319777
574,223509.5427530792
1227,201968.42322526028
2591,215898.40299477245
1476,210571.88743257144
1125,244047.39236799156
1446,142260.03123384202
408,116267.51466385603
1101,282905.1096271677
2251,193105.89131252427
373,192305.2214000384
2554,113057.35473613396
2382,292854.3541073111
1985,84136.2114452736
519,224583.3693641062
1093,187908.91365691085
864,269438.55721818894
2889,160763.4673797416
2308,186848.12112813175
986,138443.53834268212
1302,144835.7324732091
585,148024.82138994406
2708,134455.5232432572
147,132045.565556109
1441,227268.34674302608
383,175866.2626087054
285,161284.57068180066
181,117433.502807081
358,165662.58960656825
780,184876.77892465857
258,188396.6388594028
1865,211100.3300123278
692,121520.19602080894
2902,337917.3462848898
508,269669.0772599987
2638,145798.59736530343
36,146149.9972662147
611,193410.0314415816
2281,136697.76528380456
1678,160237.41282795265
1696,448042.69947322865
1557,77076.3803003546
2180,154991.81497082353
1726,220370.08795644186
951,136593.67920904572
267,240696.77092704992
2706,127314.63623016136
2221,214682.58197801933
1357,170212.27229498737
2901,335841.48749821424
347,183617.58338740605
2164,212338.64890541256
1586,319536.80196048267
360,164415.30356801517
1769,219569.8562984531
2617,183242.44828450645
1879,163860.24236070312
991,227757.03111826428
1535,123490.37028423749
1191,158563.61619371112
1579,232899.64864724642
1882,136864.24597983935
1510,123329.89577068665
2196,190734.5424189624
1845,167704.22807738304
2336,367611.09803124215
942,105183.25138964033
861,126906.94819825992
2555,101430.64399186347
1392,155377.21837978388
2099,288824.7733587569
1543,119711.53427814171
948,251982.16277045166
1239,168406.23458062185
22,211366.4981307587
2796,219479.48743483558
2747,173384.24625329714
92,267546.0403668792
210,163271.3300626235
1858,237339.93890238737
2228,185045.87438196453
447,216965.23537252733
827,223349.61380574256
1649,223711.09786072402
682,131895.68154183397
2698,118855.67693299742
494,172100.87897411096
214,122224.98352287147
2441,246197.00126410133
2679,107094.9005945039
1336,100413.82781477549
465,198080.99102088177
1524,128792.38862866907
2543,108868.00474149107
631,125769.94414827296
2452,320624.1416064927
228,161981.9399658171
126,159031.88388902033
1092,199998.1774002582
1122,214736.50912218957
932,208290.17302166816
1980,83881.15086323053
2171,114476.83080562107
551,154683.8453034959
2768,166268.27334641272
2056,113165.15450782064
1159,366288.98206709255
2645,120923.74496959301
1174,173390.68325837093
2266,222279.4874199361
2462,288613.5770015579
1219,142513.55474791676
2922,217673.72275852892
118,139905.34930478586
474,185029.38095847535
2576,158055.53379263412
872,321145.972106422
1077,212835.09933134145
1536,141042.86479082212
1150,121732.94894298642
2341,315831.4657838892
1931,156070.10398296814
2785,140350.0717162527
2538,121591.93169954167
597,205099.62668041533
464,193748.33418531113
233,261805.37746474004
2169,137780.374404455
2123,169400.4238540904
1867,171897.58177228193
137,295588.612482765
515,219266.93618588103
933,118173.21173434553
2784,168833.9917586425
972,162630.03689236488
599,152964.80287200326
2614,132675.47686641818
2582,142456.3730180592
1409,188341.27309094224
175,101202.10011279417
352,210749.54730206798
976,101948.64354153837
2134,205969.4315563396
984,101061.73483617378
2396,370790.70489387587
1673,152573.03095223586
404,124729.5438758577
607,165142.67653785582
814,172998.19292507417
868,207535.5771399241
2271,192706.9211333453
1633,246498.0729147946
337,188265.39481304595
2765,191180.3704472547
1746,258096.76434951424
368,314789.7901375175
2806,205056.8769802672
1662,173003.31181388977
1234,205960.84558205004
1373,126470.27579564352
1672,96237.01369564857
1939,108147.12699337747
